"","No","Karakter","Angka"
"1315",1315,"C",-9
"1316",1316,"D",11
"1317",1317,"A",15
"1318",1318,"B",19
"1319",1319,"C",30
"1320",1320,"D",6
"1321",1321,"A",11
"1322",1322,"B",20
"1323",1323,"C",4
"1324",1324,"D",-2
"1325",1325,"A",8
"1326",1326,"B",12
"1327",1327,"C",18
"1328",1328,"D",7
"1329",1329,"A",18
"1330",1330,"B",30
"1331",1331,"C",10
"1332",1332,"D",20
"1333",1333,"A",25
"1334",1334,"B",6
"1335",1335,"C",12
"1336",1336,"D",12
"1337",1337,"A",30
"1338",1338,"B",9
"1339",1339,"C",13
"1340",1340,"D",17
"1341",1341,"A",21
"1342",1342,"B",1
"1343",1343,"C",16
"1344",1344,"D",7
"1345",1345,"A",3
"1346",1346,"B",14
"1347",1347,"C",18
"1348",1348,"D",16
"1349",1349,"A",14
"1350",1350,"B",14
"1351",1351,"C",-4
"1352",1352,"D",9
"1353",1353,"A",15
"1354",1354,"B",12
"1355",1355,"C",12
"1356",1356,"D",14
"1357",1357,"A",0
"1358",1358,"B",21
"1359",1359,"C",17
"1360",1360,"D",15
"1361",1361,"A",8
"1362",1362,"B",11
"1363",1363,"C",-1
"1364",1364,"D",-4
"1365",1365,"A",-3
"1366",1366,"B",24
"1367",1367,"C",-5
"1368",1368,"D",16
"1369",1369,"A",2
"1370",1370,"B",-14
"1371",1371,"C",4
"1372",1372,"D",14
"1373",1373,"A",19
"1374",1374,"B",23
"1375",1375,"C",2
"1376",1376,"D",12
"1377",1377,"A",0
"1378",1378,"B",15
"1379",1379,"C",44
"1380",1380,"D",12
"1381",1381,"A",4
"1382",1382,"B",27
"1383",1383,"C",3
"1384",1384,"D",12
"1385",1385,"A",8
"1386",1386,"B",-4
"1387",1387,"C",5
"1388",1388,"D",15
"1389",1389,"A",6
"1390",1390,"B",-2
"1391",1391,"C",-7
"1392",1392,"D",9
"1393",1393,"A",-8
"1394",1394,"B",4
"1395",1395,"C",7
"1396",1396,"D",28
"1397",1397,"A",1
"1398",1398,"B",-2
"1399",1399,"C",3
"1400",1400,"D",3
"1401",1401,"A",5
"1402",1402,"B",-4
"1403",1403,"C",-6
"1404",1404,"D",17
"1405",1405,"A",15
"1406",1406,"B",20
"1407",1407,"C",19
"1408",1408,"D",11
"1409",1409,"A",-5
"1410",1410,"B",4
"1411",1411,"C",16
"1412",1412,"D",13
"1413",1413,"A",18
"1414",1414,"B",3
"1415",1415,"C",5
"1416",1416,"D",-7
"1417",1417,"A",23
"1418",1418,"B",4
"1419",1419,"C",21
"1420",1420,"D",-5
"1421",1421,"A",9
"1422",1422,"B",1
"1423",1423,"C",-4
"1424",1424,"D",4
"1425",1425,"A",-1
"1426",1426,"B",16
"1427",1427,"C",-3
"1428",1428,"D",-3
"1429",1429,"A",7
"1430",1430,"B",15
"1431",1431,"C",23
"1432",1432,"D",18
"1433",1433,"A",18
"1434",1434,"B",13
"1435",1435,"C",17
"1436",1436,"D",8
"1437",1437,"A",2
"1438",1438,"B",15
"1439",1439,"C",7
"1440",1440,"D",12
"1441",1441,"A",6
"1442",1442,"B",-3
"1443",1443,"C",18
"1444",1444,"D",20
"1445",1445,"A",16
"1446",1446,"B",-3
"1447",1447,"C",20
"1448",1448,"D",6
"1449",1449,"A",18
"1450",1450,"B",7
"1451",1451,"C",26
"1452",1452,"D",0
"1453",1453,"A",8
"1454",1454,"B",0
"1455",1455,"C",4
"1456",1456,"D",13
"1457",1457,"A",21
"1458",1458,"B",-5
"1459",1459,"C",-4
"1460",1460,"D",7
"1461",1461,"A",28
"1462",1462,"B",26
"1463",1463,"C",10
"1464",1464,"D",5
"1465",1465,"A",11
"1466",1466,"B",13
"1467",1467,"C",19
"1468",1468,"D",10
"1469",1469,"A",20
"1470",1470,"B",8
"1471",1471,"C",11
"1472",1472,"D",1
"1473",1473,"A",15
"1474",1474,"B",33
"1475",1475,"C",25
"1476",1476,"D",15
"1477",1477,"A",9
"1478",1478,"B",25
"1479",1479,"C",16
"1480",1480,"D",-2
"1481",1481,"A",14
"1482",1482,"B",5
"1483",1483,"C",3
"1484",1484,"D",10
"1485",1485,"A",24
"1486",1486,"B",13
"1487",1487,"C",9
"1488",1488,"D",22
"1489",1489,"A",28
"1490",1490,"B",-7
"1491",1491,"C",13
"1492",1492,"D",11
"1493",1493,"A",21
"1494",1494,"B",20
"1495",1495,"C",12
"1496",1496,"D",14
"1497",1497,"A",11
"1498",1498,"B",19
"1499",1499,"C",12
"1500",1500,"D",6
"1501",1501,"A",0
"1502",1502,"B",11
"1503",1503,"C",-5
"1504",1504,"D",9
"1505",1505,"A",27
"1506",1506,"B",8
"1507",1507,"C",-4
"1508",1508,"D",5
"1509",1509,"A",4
"1510",1510,"B",11
"1511",1511,"C",-6
"1512",1512,"D",7
"1513",1513,"A",24
"1514",1514,"B",9
"1515",1515,"C",5
"1516",1516,"D",16
"1517",1517,"A",-12
"1518",1518,"B",24
"1519",1519,"C",4
"1520",1520,"D",15
"1521",1521,"A",8
"1522",1522,"B",17
"1523",1523,"C",5
"1524",1524,"D",-23
"1525",1525,"A",14
"1526",1526,"B",14
"1527",1527,"C",11
"1528",1528,"D",11
"1529",1529,"A",-4
"1530",1530,"B",-1
"1531",1531,"C",18
"1532",1532,"D",5
"1533",1533,"A",0
"1534",1534,"B",5
"1535",1535,"C",-16
"1536",1536,"D",-1
"1537",1537,"A",17
"1538",1538,"B",15
"1539",1539,"C",10
"1540",1540,"D",16
"1541",1541,"A",29
"1542",1542,"B",25
"1543",1543,"C",4
"1544",1544,"D",5
"1545",1545,"A",3
"1546",1546,"B",0
"1547",1547,"C",7
"1548",1548,"D",6
"1549",1549,"A",12
"1550",1550,"B",-1
"1551",1551,"C",19
"1552",1552,"D",21
"1553",1553,"A",22
"1554",1554,"B",17
"1555",1555,"C",10
"1556",1556,"D",1
"1557",1557,"A",-3
"1558",1558,"B",1
"1559",1559,"C",-10
"1560",1560,"D",8
"1561",1561,"A",22
"1562",1562,"B",10
"1563",1563,"C",22
"1564",1564,"D",15
"1565",1565,"A",-3
"1566",1566,"B",19
"1567",1567,"C",-6
"1568",1568,"D",24
"1569",1569,"A",18
"1570",1570,"B",24
"1571",1571,"C",3
"1572",1572,"D",-5
"1573",1573,"A",14
"1574",1574,"B",12
"1575",1575,"C",-4
"1576",1576,"D",8
"1577",1577,"A",14
"1578",1578,"B",28
"1579",1579,"C",13
"1580",1580,"D",16
"1581",1581,"A",0
"1582",1582,"B",4
"1583",1583,"C",14
"1584",1584,"D",-14
"1585",1585,"A",-12
"1586",1586,"B",12
"1587",1587,"C",1
"1588",1588,"D",-3
"1589",1589,"A",13
"1590",1590,"B",-2
"1591",1591,"C",-1
"1592",1592,"D",32
"1593",1593,"A",25
"1594",1594,"B",-2
"1595",1595,"C",11
"1596",1596,"D",-3
"1597",1597,"A",30
"1598",1598,"B",21
"1599",1599,"C",13
"1600",1600,"D",7
"1601",1601,"A",-1
"1602",1602,"B",13
"1603",1603,"C",16
"1604",1604,"D",13
"1605",1605,"A",7
"1606",1606,"B",2
"1607",1607,"C",11
"1608",1608,"D",21
"1609",1609,"A",23
"1610",1610,"B",25
"1611",1611,"C",7
"1612",1612,"D",6
"1613",1613,"A",6
"1614",1614,"B",-14
"1615",1615,"C",-9
"1616",1616,"D",13
"1617",1617,"A",6
"1618",1618,"B",-6
"1619",1619,"C",13
"1620",1620,"D",16
"1621",1621,"A",-9
"1622",1622,"B",6
"1623",1623,"C",5
"1624",1624,"D",1
"1625",1625,"A",3
"1626",1626,"B",8
"1627",1627,"C",9
"1628",1628,"D",0
"1629",1629,"A",18
"1630",1630,"B",18
"1631",1631,"C",0
"1632",1632,"D",23
"1633",1633,"A",12
"1634",1634,"B",8
"1635",1635,"C",11
"1636",1636,"D",8
"1637",1637,"A",23
"1638",1638,"B",28
"1639",1639,"C",-2
"1640",1640,"D",10
"1641",1641,"A",4
"1642",1642,"B",5
"1643",1643,"C",6
"1644",1644,"D",11
"1645",1645,"A",11
"1646",1646,"B",2
"1647",1647,"C",11
"1648",1648,"D",16
"1649",1649,"A",10
"1650",1650,"B",23
"1651",1651,"C",-2
"1652",1652,"D",-1
"1653",1653,"A",9
"1654",1654,"B",20
"1655",1655,"C",26
"1656",1656,"D",-2
"1657",1657,"A",8
"1658",1658,"B",2
"1659",1659,"C",10
"1660",1660,"D",4
"1661",1661,"A",21
"1662",1662,"B",25
"1663",1663,"C",10
"1664",1664,"D",2
"1665",1665,"A",14
"1666",1666,"B",11
"1667",1667,"C",8
"1668",1668,"D",15
"1669",1669,"A",15
"1670",1670,"B",17
"1671",1671,"C",4
"1672",1672,"D",9
"1673",1673,"A",-4
"1674",1674,"B",17
"1675",1675,"C",2
"1676",1676,"D",12
"1677",1677,"A",-2
"1678",1678,"B",0
"1679",1679,"C",10
"1680",1680,"D",9
"1681",1681,"A",9
"1682",1682,"B",-5
"1683",1683,"C",15
"1684",1684,"D",18
"1685",1685,"A",12
"1686",1686,"B",-4
"1687",1687,"C",9
"1688",1688,"D",11
"1689",1689,"A",13
"1690",1690,"B",15
"1691",1691,"C",29
"1692",1692,"D",28
"1693",1693,"A",20
"1694",1694,"B",12
"1695",1695,"C",22
"1696",1696,"D",14
"1697",1697,"A",11
"1698",1698,"B",2
"1699",1699,"C",-13
"1700",1700,"D",3
"1701",1701,"A",6
"1702",1702,"B",-2
"1703",1703,"C",7
"1704",1704,"D",-5
"1705",1705,"A",5
"1706",1706,"B",-3
"1707",1707,"C",8
"1708",1708,"D",11
"1709",1709,"A",5
"1710",1710,"B",18
"1711",1711,"C",17
"1712",1712,"D",9
"1713",1713,"A",20
"1714",1714,"B",10
"1715",1715,"C",21
"1716",1716,"D",9
"1717",1717,"A",2
"1718",1718,"B",4
"1719",1719,"C",12
"1720",1720,"D",-2
"1721",1721,"A",23
"1722",1722,"B",3
"1723",1723,"C",23
"1724",1724,"D",9
"1725",1725,"A",12
"1726",1726,"B",39
"1727",1727,"C",16
"1728",1728,"D",3
"1729",1729,"A",7
"1730",1730,"B",2
"1731",1731,"C",0
"1732",1732,"D",17
"1733",1733,"A",32
"1734",1734,"B",10
"1735",1735,"C",16
"1736",1736,"D",-1
"1737",1737,"A",13
"1738",1738,"B",23
"1739",1739,"C",17
"1740",1740,"D",2
"1741",1741,"A",2
"1742",1742,"B",16
"1743",1743,"C",-8
"1744",1744,"D",15
"1745",1745,"A",7
"1746",1746,"B",-12
"1747",1747,"C",17
"1748",1748,"D",13
"1749",1749,"A",18
"1750",1750,"B",17
"1751",1751,"C",10
"1752",1752,"D",19
"1753",1753,"A",7
"1754",1754,"B",3
"1755",1755,"C",0
"1756",1756,"D",21
"1757",1757,"A",10
"1758",1758,"B",18
"1759",1759,"C",13
"1760",1760,"D",24
"1761",1761,"A",4
"1762",1762,"B",4
"1763",1763,"C",13
"1764",1764,"D",9
"1765",1765,"A",8
"1766",1766,"B",18
"1767",1767,"C",0
"1768",1768,"D",21
"1769",1769,"A",7
"1770",1770,"B",12
"1771",1771,"C",-5
"1772",1772,"D",20
"1773",1773,"A",27
"1774",1774,"B",7
"1775",1775,"C",14
"1776",1776,"D",16
"1777",1777,"A",8
"1778",1778,"B",3
"1779",1779,"C",5
"1780",1780,"D",2
"1781",1781,"A",14
"1782",1782,"B",8
"1783",1783,"C",-8
"1784",1784,"D",-4
"1785",1785,"A",10
"1786",1786,"B",17
"1787",1787,"C",9
"1788",1788,"D",-3
"1789",1789,"A",8
"1790",1790,"B",15
"1791",1791,"C",5
"1792",1792,"D",26
"1793",1793,"A",19
"1794",1794,"B",18
"1795",1795,"C",9
"1796",1796,"D",0
"1797",1797,"A",2
"1798",1798,"B",17
"1799",1799,"C",5
"1800",1800,"D",12
"1801",1801,"A",11
"1802",1802,"B",18
"1803",1803,"C",13
"1804",1804,"D",23
"1805",1805,"A",8
"1806",1806,"B",-8
"1807",1807,"C",22
"1808",1808,"D",1
"1809",1809,"A",16
"1810",1810,"B",-4
"1811",1811,"C",25
"1812",1812,"D",9
"1813",1813,"A",18
"1814",1814,"B",22
"1815",1815,"C",9
"1816",1816,"D",11
"1817",1817,"A",7
"1818",1818,"B",9
"1819",1819,"C",15
"1820",1820,"D",22
"1821",1821,"A",10
"1822",1822,"B",26
"1823",1823,"C",18
"1824",1824,"D",-1
"1825",1825,"A",16
"1826",1826,"B",18
"1827",1827,"C",6
"1828",1828,"D",15
"1829",1829,"A",7
"1830",1830,"B",30
"1831",1831,"C",9
"1832",1832,"D",34
"1833",1833,"A",18
"1834",1834,"B",1
"1835",1835,"C",6
"1836",1836,"D",16
"1837",1837,"A",8
"1838",1838,"B",4
"1839",1839,"C",4
"1840",1840,"D",-7
"1841",1841,"A",25
"1842",1842,"B",16
"1843",1843,"C",7
"1844",1844,"D",17
"1845",1845,"A",17
"1846",1846,"B",12
"1847",1847,"C",7
"1848",1848,"D",13
"1849",1849,"A",0
"1850",1850,"B",-2
"1851",1851,"C",5
"1852",1852,"D",25
"1853",1853,"A",13
"1854",1854,"B",19
"1855",1855,"C",8
"1856",1856,"D",12
"1857",1857,"A",13
"1858",1858,"B",23
"1859",1859,"C",6
"1860",1860,"D",16
"1861",1861,"A",19
"1862",1862,"B",5
"1863",1863,"C",8
"1864",1864,"D",-4
"1865",1865,"A",0
"1866",1866,"B",-1
"1867",1867,"C",22
"1868",1868,"D",17
"1869",1869,"A",-12
"1870",1870,"B",-15
"1871",1871,"C",16
"1872",1872,"D",13
"1873",1873,"A",15
"1874",1874,"B",-9
"1875",1875,"C",15
"1876",1876,"D",8
"1877",1877,"A",5
"1878",1878,"B",12
"1879",1879,"C",8
"1880",1880,"D",23
"1881",1881,"A",33
"1882",1882,"B",19
"1883",1883,"C",20
"1884",1884,"D",1
"1885",1885,"A",9
"1886",1886,"B",3
"1887",1887,"C",3
"1888",1888,"D",16
"1889",1889,"A",1
"1890",1890,"B",27
"1891",1891,"C",11
"1892",1892,"D",15
"1893",1893,"A",22
"1894",1894,"B",23
"1895",1895,"C",17
"1896",1896,"D",18
"1897",1897,"A",1
"1898",1898,"B",4
"1899",1899,"C",20
"1900",1900,"D",22
"1901",1901,"A",1
"1902",1902,"B",12
"1903",1903,"C",16
"1904",1904,"D",11
"1905",1905,"A",14
"1906",1906,"B",-4
"1907",1907,"C",11
"1908",1908,"D",3
"1909",1909,"A",14
"1910",1910,"B",-2
"1911",1911,"C",8
"1912",1912,"D",13
"1913",1913,"A",13
"1914",1914,"B",6
"1915",1915,"C",20
"1916",1916,"D",28
"1917",1917,"A",14
"1918",1918,"B",7
"1919",1919,"C",13
"1920",1920,"D",14
"1921",1921,"A",7
"1922",1922,"B",17
"1923",1923,"C",23
"1924",1924,"D",17
"1925",1925,"A",10
"1926",1926,"B",3
"1927",1927,"C",6
"1928",1928,"D",-1
"1929",1929,"A",3
"1930",1930,"B",34
"1931",1931,"C",-3
"1932",1932,"D",11
"1933",1933,"A",12
"1934",1934,"B",10
"1935",1935,"C",13
"1936",1936,"D",9
"1937",1937,"A",5
"1938",1938,"B",-10
"1939",1939,"C",-11
"1940",1940,"D",25
"1941",1941,"A",11
"1942",1942,"B",16
"1943",1943,"C",5
"1944",1944,"D",10
"1945",1945,"A",27
"1946",1946,"B",-1
"1947",1947,"C",24
"1948",1948,"D",8
"1949",1949,"A",7
"1950",1950,"B",6
"1951",1951,"C",6
"1952",1952,"D",-2
"1953",1953,"A",20
"1954",1954,"B",12
"1955",1955,"C",30
"1956",1956,"D",8
"1957",1957,"A",30
"1958",1958,"B",2
"1959",1959,"C",18
"1960",1960,"D",17
"1961",1961,"A",5
"1962",1962,"B",0
"1963",1963,"C",8
"1964",1964,"D",14
"1965",1965,"A",8
"1966",1966,"B",38
"1967",1967,"C",15
"1968",1968,"D",2
"1969",1969,"A",12
"1970",1970,"B",5
"1971",1971,"C",15
"1972",1972,"D",19
"1973",1973,"A",2
"1974",1974,"B",13
"1975",1975,"C",9
"1976",1976,"D",14
"1977",1977,"A",18
"1978",1978,"B",12
"1979",1979,"C",0
"1980",1980,"D",9
"1981",1981,"A",24
"1982",1982,"B",28
"1983",1983,"C",12
"1984",1984,"D",2
"1985",1985,"A",4
"1986",1986,"B",4
"1987",1987,"C",16
"1988",1988,"D",20
"1989",1989,"A",13
"1990",1990,"B",29
"1991",1991,"C",6
"1992",1992,"D",8
"1993",1993,"A",16
"1994",1994,"B",12
"1995",1995,"C",-14
"1996",1996,"D",-2
"1997",1997,"A",6
"1998",1998,"B",4
"1999",1999,"C",17
"2000",2000,"D",8
"2001",2001,"A",17
"2002",2002,"B",12
"2003",2003,"C",0
"2004",2004,"D",20
"2005",2005,"A",27
"2006",2006,"B",-13
"2007",2007,"C",1
"2008",2008,"D",16
"2009",2009,"A",5
"2010",2010,"B",13
"2011",2011,"C",7
"2012",2012,"D",19
"2013",2013,"A",4
"2014",2014,"B",5
"2015",2015,"C",6
"2016",2016,"D",5
"2017",2017,"A",12
"2018",2018,"B",10
"2019",2019,"C",7
"2020",2020,"D",2
"2021",2021,"A",12
"2022",2022,"B",-6
"2023",2023,"C",8
"2024",2024,"D",1
"2025",2025,"A",41
"2026",2026,"B",11
"2027",2027,"C",14
"2028",2028,"D",22
"2029",2029,"A",3
"2030",2030,"B",11
"2031",2031,"C",3
"2032",2032,"D",-3
"2033",2033,"A",-4
"2034",2034,"B",-10
"2035",2035,"C",11
"2036",2036,"D",5
"2037",2037,"A",8
"2038",2038,"B",8
"2039",2039,"C",-5
"2040",2040,"D",16
"2041",2041,"A",11
"2042",2042,"B",19
"2043",2043,"C",16
"2044",2044,"D",-5
"2045",2045,"A",2
"2046",2046,"B",30
"2047",2047,"C",8
"2048",2048,"D",12
"2049",2049,"A",-6
"2050",2050,"B",17
"2051",2051,"C",21
"2052",2052,"D",10
"2053",2053,"A",3
"2054",2054,"B",19
"2055",2055,"C",-3
"2056",2056,"D",-5
"2057",2057,"A",18
"2058",2058,"B",14
"2059",2059,"C",6
"2060",2060,"D",3
"2061",2061,"A",-5
"2062",2062,"B",13
"2063",2063,"C",10
"2064",2064,"D",28
"2065",2065,"A",25
"2066",2066,"B",19
"2067",2067,"C",0
"2068",2068,"D",8
"2069",2069,"A",20
"2070",2070,"B",2
"2071",2071,"C",35
"2072",2072,"D",15
"2073",2073,"A",13
"2074",2074,"B",12
"2075",2075,"C",13
"2076",2076,"D",16
"2077",2077,"A",26
"2078",2078,"B",9
"2079",2079,"C",5
"2080",2080,"D",21
"2081",2081,"A",22
"2082",2082,"B",7
"2083",2083,"C",5
"2084",2084,"D",11
"2085",2085,"A",13
"2086",2086,"B",-3
"2087",2087,"C",15
"2088",2088,"D",34
"2089",2089,"A",22
"2090",2090,"B",16
"2091",2091,"C",9
"2092",2092,"D",15
"2093",2093,"A",3
"2094",2094,"B",-4
"2095",2095,"C",33
"2096",2096,"D",10
"2097",2097,"A",23
"2098",2098,"B",0
"2099",2099,"C",0
"2100",2100,"D",18
"2101",2101,"A",18
"2102",2102,"B",-3
"2103",2103,"C",8
"2104",2104,"D",13
"2105",2105,"A",13
"2106",2106,"B",12
"2107",2107,"C",25
"2108",2108,"D",10
"2109",2109,"A",17
"2110",2110,"B",1
"2111",2111,"C",19
"2112",2112,"D",4
"2113",2113,"A",14
"2114",2114,"B",-4
"2115",2115,"C",4
"2116",2116,"D",8
"2117",2117,"A",8
"2118",2118,"B",0
"2119",2119,"C",31
"2120",2120,"D",9
"2121",2121,"A",2
"2122",2122,"B",4
"2123",2123,"C",-1
"2124",2124,"D",15
"2125",2125,"A",2
"2126",2126,"B",7
"2127",2127,"C",-7
"2128",2128,"D",15
"2129",2129,"A",27
"2130",2130,"B",2
"2131",2131,"C",11
"2132",2132,"D",5
"2133",2133,"A",-5
"2134",2134,"B",22
"2135",2135,"C",29
"2136",2136,"D",13
"2137",2137,"A",17
"2138",2138,"B",16
"2139",2139,"C",8
"2140",2140,"D",10
"2141",2141,"A",6
"2142",2142,"B",11
"2143",2143,"C",2
"2144",2144,"D",22
"2145",2145,"A",14
"2146",2146,"B",-4
"2147",2147,"C",21
"2148",2148,"D",3
"2149",2149,"A",-7
"2150",2150,"B",-2
"2151",2151,"C",9
"2152",2152,"D",5
"2153",2153,"A",0
"2154",2154,"B",24
"2155",2155,"C",16
"2156",2156,"D",30
"2157",2157,"A",10
"2158",2158,"B",31
"2159",2159,"C",7
"2160",2160,"D",-2
"2161",2161,"A",3
"2162",2162,"B",8
"2163",2163,"C",11
"2164",2164,"D",15
"2165",2165,"A",1
"2166",2166,"B",24
"2167",2167,"C",-4
"2168",2168,"D",19
"2169",2169,"A",10
"2170",2170,"B",12
"2171",2171,"C",4
"2172",2172,"D",20
"2173",2173,"A",3
"2174",2174,"B",14
"2175",2175,"C",8
"2176",2176,"D",7
"2177",2177,"A",-1
"2178",2178,"B",23
"2179",2179,"C",7
"2180",2180,"D",23
"2181",2181,"A",14
"2182",2182,"B",11
"2183",2183,"C",-2
"2184",2184,"D",16
"2185",2185,"A",13
"2186",2186,"B",15
"2187",2187,"C",2
"2188",2188,"D",-12
"2189",2189,"A",21
"2190",2190,"B",15
"2191",2191,"C",-2
"2192",2192,"D",7
"2193",2193,"A",14
"2194",2194,"B",9
"2195",2195,"C",7
"2196",2196,"D",-6
"2197",2197,"A",-1
"2198",2198,"B",14
"2199",2199,"C",18
"2200",2200,"D",11
"2201",2201,"A",-2
"2202",2202,"B",20
"2203",2203,"C",18
"2204",2204,"D",1
"2205",2205,"A",8
"2206",2206,"B",14
"2207",2207,"C",25
"2208",2208,"D",0
"2209",2209,"A",24
"2210",2210,"B",20
"2211",2211,"C",22
"2212",2212,"D",3
"2213",2213,"A",-10
"2214",2214,"B",28
"2215",2215,"C",23
"2216",2216,"D",10
"2217",2217,"A",10
"2218",2218,"B",13
"2219",2219,"C",10
"2220",2220,"D",6
"2221",2221,"A",27
"2222",2222,"B",21
"2223",2223,"C",-6
"2224",2224,"D",-4
"2225",2225,"A",29
"2226",2226,"B",9
"2227",2227,"C",20
"2228",2228,"D",16
"2229",2229,"A",32
"2230",2230,"B",13
"2231",2231,"C",8
"2232",2232,"D",8
"2233",2233,"A",19
"2234",2234,"B",7
"2235",2235,"C",22
"2236",2236,"D",0
"2237",2237,"A",10
"2238",2238,"B",13
"2239",2239,"C",13
"2240",2240,"D",13
"2241",2241,"A",-1
"2242",2242,"B",8
"2243",2243,"C",7
"2244",2244,"D",9
"2245",2245,"A",-2
"2246",2246,"B",6
"2247",2247,"C",1
"2248",2248,"D",4
"2249",2249,"A",18
"2250",2250,"B",35
"2251",2251,"C",4
"2252",2252,"D",18
"2253",2253,"A",18
"2254",2254,"B",10
"2255",2255,"C",16
"2256",2256,"D",6
"2257",2257,"A",7
"2258",2258,"B",11
"2259",2259,"C",-1
"2260",2260,"D",16
"2261",2261,"A",18
"2262",2262,"B",4
"2263",2263,"C",7
"2264",2264,"D",2
"2265",2265,"A",-3
"2266",2266,"B",9
"2267",2267,"C",4
"2268",2268,"D",16
"2269",2269,"A",22
"2270",2270,"B",1
"2271",2271,"C",8
"2272",2272,"D",24
"2273",2273,"A",25
"2274",2274,"B",11
"2275",2275,"C",19
"2276",2276,"D",-6
"2277",2277,"A",8
"2278",2278,"B",21
"2279",2279,"C",8
"2280",2280,"D",12
"2281",2281,"A",-3
"2282",2282,"B",10
"2283",2283,"C",9
"2284",2284,"D",9
"2285",2285,"A",2
"2286",2286,"B",14
"2287",2287,"C",1
"2288",2288,"D",35
"2289",2289,"A",3
"2290",2290,"B",6
"2291",2291,"C",-2
"2292",2292,"D",-13
"2293",2293,"A",38
"2294",2294,"B",-5
"2295",2295,"C",12
"2296",2296,"D",20
"2297",2297,"A",12
"2298",2298,"B",0
"2299",2299,"C",5
"2300",2300,"D",32
"2301",2301,"A",11
"2302",2302,"B",2
"2303",2303,"C",21
"2304",2304,"D",31
"2305",2305,"A",4
"2306",2306,"B",26
"2307",2307,"C",6
"2308",2308,"D",9
"2309",2309,"A",-8
"2310",2310,"B",7
"2311",2311,"C",19
"2312",2312,"D",2
"2313",2313,"A",7
"2314",2314,"B",14
"2315",2315,"C",13
"2316",2316,"D",-2
"2317",2317,"A",13
"2318",2318,"B",1
"2319",2319,"C",18
"2320",2320,"D",-1
"2321",2321,"A",10
"2322",2322,"B",34
"2323",2323,"C",-6
"2324",2324,"D",0
"2325",2325,"A",19
"2326",2326,"B",-6
"2327",2327,"C",16
"2328",2328,"D",8
"2329",2329,"A",16
"2330",2330,"B",2
"2331",2331,"C",13
"2332",2332,"D",-2
"2333",2333,"A",22
"2334",2334,"B",25
"2335",2335,"C",13
"2336",2336,"D",21
"2337",2337,"A",-5
"2338",2338,"B",10
"2339",2339,"C",28
"2340",2340,"D",-6
"2341",2341,"A",4
"2342",2342,"B",3
"2343",2343,"C",16
"2344",2344,"D",15
"2345",2345,"A",24
"2346",2346,"B",26
"2347",2347,"C",17
"2348",2348,"D",0
"2349",2349,"A",10
"2350",2350,"B",22
"2351",2351,"C",7
"2352",2352,"D",33
"2353",2353,"A",15
"2354",2354,"B",26
"2355",2355,"C",-7
"2356",2356,"D",1
"2357",2357,"A",13
"2358",2358,"B",22
"2359",2359,"C",-9
"2360",2360,"D",-5
"2361",2361,"A",9
"2362",2362,"B",-6
"2363",2363,"C",18
"2364",2364,"D",3
"2365",2365,"A",7
"2366",2366,"B",19
"2367",2367,"C",20
"2368",2368,"D",30
"2369",2369,"A",12
"2370",2370,"B",17
"2371",2371,"C",3
"2372",2372,"D",15
"2373",2373,"A",-7
"2374",2374,"B",8
"2375",2375,"C",4
"2376",2376,"D",2
"2377",2377,"A",13
"2378",2378,"B",35
"2379",2379,"C",-2
"2380",2380,"D",15
"2381",2381,"A",15
"2382",2382,"B",9
"2383",2383,"C",11
"2384",2384,"D",13
"2385",2385,"A",1
"2386",2386,"B",27
"2387",2387,"C",20
"2388",2388,"D",17
"2389",2389,"A",5
"2390",2390,"B",15
"2391",2391,"C",0
"2392",2392,"D",3
"2393",2393,"A",31
"2394",2394,"B",-6
"2395",2395,"C",33
"2396",2396,"D",13
"2397",2397,"A",-2
"2398",2398,"B",2
"2399",2399,"C",28
"2400",2400,"D",14
"2401",2401,"A",6
"2402",2402,"B",19
"2403",2403,"C",6
"2404",2404,"D",5
"2405",2405,"A",2
"2406",2406,"B",6
"2407",2407,"C",33
"2408",2408,"D",1
"2409",2409,"A",12
"2410",2410,"B",2
"2411",2411,"C",2
"2412",2412,"D",0
"2413",2413,"A",0
"2414",2414,"B",-11
"2415",2415,"C",10
"2416",2416,"D",15
"2417",2417,"A",22
"2418",2418,"B",-3
"2419",2419,"C",19
"2420",2420,"D",-1
"2421",2421,"A",9
"2422",2422,"B",-20
"2423",2423,"C",26
"2424",2424,"D",5
"2425",2425,"A",14
"2426",2426,"B",32
"2427",2427,"C",0
"2428",2428,"D",18
"2429",2429,"A",-2
"2430",2430,"B",16
"2431",2431,"C",2
"2432",2432,"D",8
"2433",2433,"A",-3
"2434",2434,"B",12
"2435",2435,"C",2
"2436",2436,"D",-3
"2437",2437,"A",10
"2438",2438,"B",23
"2439",2439,"C",-9
"2440",2440,"D",21
"2441",2441,"A",2
"2442",2442,"B",10
"2443",2443,"C",20
"2444",2444,"D",16
"2445",2445,"A",20
"2446",2446,"B",2
"2447",2447,"C",-1
"2448",2448,"D",3
"2449",2449,"A",11
"2450",2450,"B",13
"2451",2451,"C",4
"2452",2452,"D",11
"2453",2453,"A",0
"2454",2454,"B",4
"2455",2455,"C",1
"2456",2456,"D",-4
"2457",2457,"A",2
"2458",2458,"B",22
"2459",2459,"C",6
"2460",2460,"D",0
"2461",2461,"A",19
"2462",2462,"B",9
"2463",2463,"C",4
"2464",2464,"D",11
"2465",2465,"A",15
